horizon,LSTM_MAE,LSTM_MSE,LSTM_WAPE_percent,LSTM_R2,CBR_MAE,CBR_MSE,CBR_WAPE_percent,CBR_R2,best_model
h01,8.974011312393226e-05,2.3998797952418556e-06,0.01831995458875274,0.9999999663249227,0.004379581909940195,0.005754221311762622,0.9000682123528402,0.9999187167772353,CBR
h02,0.22368413118708064,7.7128225921422215,18.689210069322762,0.9647870803876223,0.2036424112018553,12.388903003114835,17.12888098371205,0.9430612928475158,CBR
h03,0.2747199940521447,8.260962362058963,14.652126361788525,0.9766621034387022,0.23376535511069013,9.315968088001139,12.551496958881586,0.9735067464052198,CBR
h04,0.4813678367665951,18.424173929048084,18.734913912840433,0.9627481501368997,0.2321222708524841,10.191867560061425,9.094868710507821,0.9792566002370001,CBR
h05,0.4094649223993288,12.38288065445739,12.69176649781832,0.9800068048927023,0.2604467474104172,11.498038346435566,8.12698202369686,0.981312956082017,CBR
h06,0.22893736768888925,9.475128931096851,5.8590727084896566,0.9874129348710279,0.3083932502287017,11.83246649411331,7.945515097290934,0.9841780172713835,CBR
h07,0.3717509409245229,14.781604603923718,8.261470857903031,0.9826582645250006,0.41492972703315784,12.697543499114778,9.282924960378491,0.9850056755807857,CBR
h08,0.35076115960242776,8.76386395678133,6.818026642936248,0.9909655641774183,0.32710943806187676,10.129360836543096,6.400962198595848,0.989489740133943,CBR
h09,0.5755405072717859,19.912348737914403,9.900086074219425,0.9818325464406702,0.3415353360205626,10.07800405209019,5.914304891779635,0.990745311179256,CBR
h10,0.4116227015552904,13.039709882516755,6.30145870797017,0.9894933787208438,0.4325655503080704,9.988232350882846,6.666512470136038,0.9918999211597055,CBR
h11,7.278724832214765,1449.8474513422818,100.0,-0.03792759927298839,0.5156342923112752,14.659070630930776,7.1316739828950135,0.9894379946990258,CBR
h12,0.5355348584475934,17.458627245411478,6.678008926253845,0.988729174633384,0.5922651169143137,17.091214552296996,7.4349901172409165,0.9888953888061695,CBR
h13,0.7286316778195785,20.827610675468694,8.408124193688623,0.9874739907267049,0.5852471699686498,16.773949709386326,6.798848788170544,0.9898472694084832,CBR
h14,0.7665161091849307,17.494819723611823,8.2285251321467,0.9901537432405347,0.5905505653926697,15.297512612630605,6.382088081405665,0.9913354479031988,CBR
