horizon,LSTM_MAE,LSTM_MSE,LSTM_WAPE_percent,LSTM_R2,CBR_MAE,CBR_MSE,CBR_WAPE_percent,CBR_R2,best_model
h01,15.204726494305138,571.6448871069779,5.404853793897122,0.9638123875458809,19.82765240779607,826.2496296400996,7.0314740558469495,0.9475662559893002,CBR
h02,26.127575633180186,1560.7593792277596,9.3080318922139,0.9010790009957829,15.031520974237594,550.1732638735134,5.341606257432312,0.9650612275253596,CBR
h03,17.634497498377854,620.0064883160552,6.294765632839184,0.9606927087550013,16.23042791214579,616.6197661484105,5.780165011759137,0.960804321303227,CBR
h04,19.013797316448198,687.2082177982335,6.801313170483134,0.9564054788576057,19.09019520718199,756.267413087378,6.813760562807171,0.9518736240729049,CBR
h05,18.232484217418204,677.0162993187236,6.532413887229159,0.9570683128339595,13.92384567396632,526.3142378021766,4.97934576602257,0.9664927350242004,CBR
h06,15.377595330312106,583.8286830852993,5.496006550578512,0.9623971123561339,16.374748045161713,611.4214115336194,5.867729562161744,0.961044137172603,CBR
h07,15.467771569329383,508.390837061523,5.5147251747580475,0.9667329914064416,19.73689034394884,745.2418070499892,7.084021057817788,0.9525360580909117,CBR
h08,18.22816088358654,774.9789848651233,6.483431926332512,0.9484715927574685,17.528217219966706,660.9204426331008,6.276316551368084,0.9572580230975039,CBR
h09,15.934352273586276,583.5432884471857,5.654125298652643,0.960562616672817,13.896185970809913,523.2189928239266,4.963998281381626,0.9656319767337755,CBR
h10,13.148692392186188,358.58888025099725,4.6544221709082,0.9753558067700591,14.936636289249073,572.8274584658271,5.322810486977812,0.9617659540538535,CBR
h11,17.64831463033439,713.9296916853123,6.232083051599443,0.950084741009204,19.301733601191753,757.442330608783,6.861693303931333,0.9486080575225327,CBR
h12,15.570823402231674,811.5401736748686,5.485556697242306,0.9422690978458184,16.697699439618972,609.7460187016978,5.922032127036246,0.9579402541703677,CBR
h13,15.475176471580063,575.3497383785765,5.438919487135445,0.9583362200116498,14.588583357106094,567.5914094809202,5.161728192364155,0.9601785053776213,CBR
h14,16.266337770219433,578.6904495056881,5.703233322942803,0.9573198245075807,18.325278775358928,773.7122124306144,6.468252034722681,0.9447627186748235,CBR
