horizon,LSTM_MAE,LSTM_MSE,LSTM_WAPE_percent,LSTM_R2,CBR_MAE,CBR_MSE,CBR_WAPE_percent,CBR_R2,best_model
h01,6.8794877941976464,158.16803680495514,6.397715153936974,0.9860345365295504,7.146880557553616,148.74162205646104,6.608143915353211,0.986846151516269,CBR
h02,5.814630202735032,122.15362172292885,5.4033096052076015,0.9892309793609252,6.221770096400165,122.04570055992968,5.748291913890847,0.9892238529054587,CBR
h03,7.654704278523491,284.4356547857972,7.103215844352791,0.9749899541953656,5.858514540513095,116.99454032960159,5.408102524463956,0.9896876287480355,CBR
h04,6.159126631973574,150.97096598020133,5.708972253984403,0.9867553584900072,8.074501341689865,192.4879112906927,7.446646066358585,0.9830666785680491,CBR
h05,11.572217771798972,632.6330854686734,10.696038166173565,0.9447415089544772,6.31155061507967,124.8872616223958,5.811526845309262,0.989047094400404,CBR
h06,4.61581298828125,93.66983260419906,4.264042370680429,0.9918280208749167,6.309618816929279,141.12083533571567,5.802867013517339,0.9876531865893485,CBR
h07,6.956561933683869,156.13865673523532,6.42522493880716,0.9863834003391535,6.570376180399119,133.48390669066555,6.027910453558957,0.9883620163377956,CBR
h08,5.784170429818583,117.40203265735367,5.339953496325667,0.989771905295859,8.60168111091136,205.41122568796757,7.887661106157891,0.9821102447921312,CBR
h09,4.988040478597552,95.20595842719406,4.602786478100897,0.9917143746029504,5.39471743235908,91.83305160898308,4.944455533643379,0.9920108290536636,CBR
h10,6.714294079262139,148.5185495543982,6.194515984644564,0.9870801716712254,5.800062913354444,109.61214522212278,5.314392942582068,0.9904702567653277,CBR
h11,5.557718012252911,106.11703068052549,5.12776681029915,0.9907675806526289,6.396604462903291,122.17947330804154,5.860044168706135,0.9893812702078629,CBR
h12,6.153803307450058,119.77226848440189,5.679022715584766,0.9895742877668889,6.761306819237077,136.50623125284312,6.194042945831449,0.9881365787585574,CBR
h13,6.068360898830746,115.73833278578374,5.602505949043354,0.9899163940003747,5.2212790728321155,92.65777465135385,4.784721848801141,0.9919419893016352,CBR
h14,6.046719341918126,104.39444041515267,5.585402575135276,0.9908944608825377,5.908756283556428,108.9547931520531,5.417091158662434,0.9905157284148671,CBR
