iter	MAE
228	0.03391480751
229	0.03390732367
230	0.03389982487
231	0.03387660882
232	0.03386681512
233	0.03385469656
234	0.0338423398
235	0.03383260054
236	0.03383039167
237	0.03382446173
238	0.0338116405
239	0.03380101616
240	0.03379107029
241	0.03377471205
242	0.03373898072
243	0.03372525929
244	0.03372343289
245	0.03371511028
246	0.03368535027
247	0.03368342268
248	0.03367901776
249	0.03366083349
250	0.03364020497
251	0.03361627953
252	0.03360626487
253	0.03360039245
254	0.0335959363
255	0.03359423403
256	0.03358694028
257	0.03355164373
258	0.03353540636
259	0.0335319645
260	0.03352521208
261	0.03350739462
262	0.03349040883
263	0.03348899623
264	0.03348708959
265	0.03347679897
266	0.03346458251
267	0.03346259045
268	0.03344146056
269	0.0334402546
270	0.03342067911
271	0.03341580022
272	0.03340663354
273	0.03339778393
274	0.03338343631
275	0.03337145332
276	0.03336321289
277	0.033355903
278	0.03334446542
279	0.03333702866
280	0.03333040766
281	0.03332955585
282	0.03332872065
283	0.03331820666
284	0.03331272223
285	0.03330321683
286	0.03329458502
287	0.03328874356
288	0.03327615919
289	0.03327501938
290	0.0332694673
291	0.03326594354
292	0.03326033946
293	0.03325337257
294	0.03324852537
295	0.03323423257
296	0.03323023117
297	0.03320976657
298	0.03319092991
299	0.03318731707
300	0.03318275528
301	0.03317364974
302	0.03316788497
303	0.03316657514
304	0.03315390734
305	0.03313062909
306	0.033122009
307	0.03312089671
308	0.03310839611
309	0.03309295585
310	0.03306696397
311	0.03304257407
312	0.0330307979
313	0.03302941797
314	0.03302214037
315	0.03301019003
316	0.03299845254
317	0.03299627717
318	0.032982216
319	0.03298202331
320	0.03298120676
321	0.03296657839
322	0.03295352456
323	0.03295271383
324	0.03294123816
325	0.03293977502
326	0.0329263444
327	0.03292579432
328	0.03291692567
329	0.03291658793
330	0.03291413694
331	0.03291209957
332	0.03290472166
333	0.03290105648
334	0.03289275828
335	0.03289236386
336	0.03289199981
337	0.03288626475
338	0.03288560382
339	0.03288456626
340	0.03287995122
341	0.03287950776
342	0.03287855189
343	0.03287827585
344	0.03286806892
345	0.03286686574
346	0.03286618914
347	0.0328653107
348	0.03286487992
349	0.03286394567
350	0.03286293669
351	0.03284226712
352	0.03284192692
353	0.03284102631
354	0.03284025558
355	0.03284013927
356	0.03283211081
357	0.03282335633
358	0.03280067929
359	0.03280000916
360	0.03279990919
361	0.03279530352
362	0.03277905489
363	0.0327658891
364	0.03276575206
365	0.0327651633
366	0.03276464423
367	0.03276406778
368	0.03276222125
369	0.03276198235
370	0.03275407265
371	0.03275394176
372	0.03275249339
373	0.03275238134
374	0.03274523581
375	0.03272780652
376	0.03272053031
377	0.03271166085
378	0.03269871391
379	0.03267076689
380	0.03266924449
381	0.03265773106
382	0.03264401241
383	0.03262798157
384	0.03261418385
385	0.03259245671
386	0.03258362441
387	0.03257120864
388	0.03256373385
389	0.03254629918
390	0.03254555217
391	0.03254357032
392	0.03254188024
393	0.03254061469
394	0.03252079759
395	0.03252001307
396	0.03251671054
397	0.03251608141
398	0.03251535525
399	0.03251426317
400	0.03251315854
401	0.03251230543
402	0.03250704979
403	0.03249002086
404	0.03248900907
405	0.03248569684
406	0.03248511323
407	0.03248473282
408	0.03248437119
409	0.03248406252
410	0.03248237404
411	0.0324820578
412	0.0324814864
413	0.03248101394
414	0.03247754603
415	0.03247092923
416	0.03246698023
417	0.03245871313
418	0.03244997105
419	0.03244659073
420	0.03244327576
421	0.03243748502
422	0.03242710055
423	0.03242421848
424	0.03241161183
425	0.03240853571
426	0.03239111795
427	0.03238851155
428	0.03238635485
429	0.03238558126
430	0.03238019241
431	0.03237379409
432	0.03237326047
433	0.03237322319
434	0.03237051053
435	0.03237033163
436	0.03236375379
437	0.03236272846
438	0.03234289817
439	0.0323427265
440	0.03234099423
441	0.03234079973
442	0.03234070714
443	0.03233972046
444	0.03233773155
445	0.03233569916
446	0.03233174432
447	0.03233165756
448	0.03232967419
449	0.03231952814
450	0.03231517214
451	0.03231503115
452	0.03229867489
453	0.03229720537
454	0.03229617476
455	0.03229570855
456	0.0322956905
457	0.03228877048
458	0.0322882119
459	0.0322828064
460	0.03227101052
461	0.03227048059
462	0.03226226763
463	0.03226177743
464	0.03225348759
465	0.03224668305
466	0.03223532594
467	0.03223509876
468	0.03223496808
469	0.03223370419
470	0.03223061677
471	0.03222483587
472	0.03221901121
473	0.03221426932
474	0.03221355743
475	0.03221197379
476	0.03221153586
477	0.03220502229
478	0.0322048983
479	0.03220338551
480	0.03220263964
481	0.03219951038
482	0.03219791455
483	0.03219771196
484	0.03219756788
485	0.03219735402
486	0.03218808968
487	0.03218727388
488	0.03218449231
489	0.03218253814
490	0.03216022018
491	0.0321595066
492	0.03215551696
493	0.03215504298
494	0.03213879545
495	0.03213834639
496	0.03213832883
497	0.03213526944
498	0.03213480615
499	0.03213390072
500	0.03213359332
501	0.03212869492
502	0.03212140857
503	0.03212122941
504	0.0321187927
505	0.03211871024
506	0.03211418059
507	0.03210924567
508	0.03210456441
509	0.03210025061
510	0.03209350538
511	0.03209271804
512	0.03209111854
513	0.03208619394
514	0.03206681818
515	0.03205826386
516	0.03205125651
517	0.03204951542
518	0.03204089282
519	0.03203200616
520	0.0320311959
521	0.03203061115
522	0.03202987003
523	0.03202774061
524	0.03202753769
525	0.03202650626
